date,person_id,person_name,prod_id,prod_name,amount,prod_price,prod_cost,location
01/07/20,30,Robert Russell,21,Product 21,25,334,187,Location 58
02/03/20,30,Robert Russell,8,Product 8,1,356,212,Location 65
08/16/20,31,Laura Kaszynski,3,Product 3,2,344,178,Location 94
10/14/20,31,Laura Kaszynski,3,Product 3,2,344,178,Location 55
02/15/20,31,Laura Kaszynski,23,Product 23,2,234,136,Location 56
05/07/20,31,Laura Kaszynski,2,Product 2,2,306,256,Location 55
06/21/20,31,Laura Kaszynski,3,Product 3,2,344,178,Location 21
09/14/20,31,Laura Kaszynski,23,Product 23,2,234,136,Location 26
05/22/20,31,Laura Kaszynski,41,Product 41,2,297,200,Location 33
04/16/20,31,Laura Kaszynski,23,Product 23,2,234,136,Location 53
07/18/20,31,Laura Kaszynski,16,Product 16,2,274,204,Location 71
06/27/20,31,Laura Kaszynski,38,Product 38,2,295,290,Location 95
04/28/20,31,Laura Kaszynski,31,Product 31,2,344,258,Location 72
09/11/20,31,Laura Kaszynski,40,Product 40,2,270,235,Location 54
07/03/20,31,Laura Kaszynski,6,Product 6,2,351,239,Location 50
07/12/20,31,Laura Kaszynski,6,Product 6,2,351,239,Location 28
10/28/20,31,Laura Kaszynski,11,Product 11,2,326,173,Location 40
02/06/20,31,Laura Kaszynski,32,Product 32,2,283,232,Location 42
04/26/20,31,Laura Kaszynski,50,Product 50,2,335,217,Location 95
05/28/20,31,Laura Kaszynski,10,Product 10,2,359,162,Location 22
10/05/20,31,Laura Kaszynski,15,Product 15,2,234,219,Location 2
07/01/20,31,Laura Kaszynski,20,Product 20,2,279,79,Location 12
04/08/20,31,Laura Kaszynski,44,Product 44,2,254,150,Location 96
12/13/20,31,Laura Kaszynski,9,Product 9,2,365,220,Location 51
02/21/20,31,Laura Kaszynski,41,Product 41,2,297,200,Location 97
05/09/20,31,Laura Kaszynski,15,Product 15,2,234,219,Location 47
09/11/20,31,Laura Kaszynski,26,Product 26,2,418,251,Location 80
04/12/20,31,Laura Kaszynski,26,Product 26,2,418,251,Location 23
01/05/20,31,Laura Kaszynski,10,Product 10,1,359,162,Location 12
07/22/20,32,Rebecca Weller,16,Product 16,24,274,204,Location 70
05/11/20,32,Rebecca Weller,38,Product 38,24,295,290,Location 52
04/16/20,32,Rebecca Weller,48,Product 48,24,324,186,Location 14
08/10/20,32,Rebecca Weller,35,Product 35,24,247,245,Location 28
10/20/20,32,Rebecca Weller,15,Product 15,24,234,219,Location 93
04/20/20,32,Rebecca Weller,26,Product 26,24,418,251,Location 43
09/28/20,32,Rebecca Weller,30,Product 30,24,389,164,Location 83
05/06/20,32,Rebecca Weller,47,Product 47,24,275,225,Location 77
07/21/20,32,Rebecca Weller,48,Product 48,24,324,186,Location 62
01/22/20,32,Rebecca Weller,20,Product 20,24,279,79,Location 14
07/22/20,32,Rebecca Weller,14,Product 14,24,251,195,Location 9
06/27/20,32,Rebecca Weller,15,Product 15,24,234,219,Location 99
07/17/20,32,Rebecca Weller,17,Product 17,24,274,265,Location 75
11/12/20,32,Rebecca Weller,42,Product 42,24,299,161,Location 53
05/09/20,32,Rebecca Weller,4,Product 4,24,305,197,Location 68
09/07/20,32,Rebecca Weller,9,Product 9,24,365,220,Location 70
11/05/20,32,Rebecca Weller,3,Product 3,24,344,178,Location 67
05/27/20,32,Rebecca Weller,18,Product 18,24,309,265,Location 66
10/11/20,32,Rebecca Weller,48,Product 48,24,324,186,Location 57
04/03/20,32,Rebecca Weller,7,Product 7,24,328,219,Location 67
04/18/20,32,Rebecca Weller,2,Product 2,24,306,256,Location 6
07/14/20,32,Rebecca Weller,14,Product 14,24,251,195,Location 45
04/23/20,32,Rebecca Weller,12,Product 12,24,256,149,Location 80
02/19/20,32,Rebecca Weller,19,Product 19,5,329,160,Location 19
09/17/20,33,Judy Wilson,39,Product 39,15,231,212,Location 57
12/19/20,33,Judy Wilson,25,Product 25,15,201,191,Location 93
02/06/20,33,Judy Wilson,50,Product 50,15,335,217,Location 23
09/28/20,33,Judy Wilson,33,Product 33,15,342,194,Location 67
07/24/20,33,Judy Wilson,29,Product 29,15,245,220,Location 67
12/03/20,33,Judy Wilson,24,Product 24,15,278,163,Location 38
06/03/20,33,Judy Wilson,20,Product 20,15,279,79,Location 19
11/23/20,33,Judy Wilson,32,Product 32,15,283,232,Location 96
09/03/20,33,Judy Wilson,39,Product 39,15,231,212,Location 22
11/14/20,33,Judy Wilson,23,Product 23,15,234,136,Location 68
04/17/20,33,Judy Wilson,16,Product 16,15,274,204,Location 59
07/10/20,33,Judy Wilson,8,Product 8,15,356,212,Location 71
10/21/20,33,Judy Wilson,10,Product 10,15,359,162,Location 10
11/28/20,33,Judy Wilson,27,Product 27,15,328,210,Location 43
04/13/20,33,Judy Wilson,31,Product 31,15,344,258,Location 59
03/03/20,33,Judy Wilson,17,Product 17,15,274,265,Location 84
04/15/20,33,Judy Wilson,2,Product 2,15,306,256,Location 53
03/04/20,33,Judy Wilson,50,Product 50,15,335,217,Location 28
08/01/20,33,Judy Wilson,46,Product 46,15,245,198,Location 45
05/28/20,33,Judy Wilson,46,Product 46,15,245,198,Location 49
01/07/20,33,Judy Wilson,18,Product 18,15,309,265,Location 44
09/17/20,33,Judy Wilson,10,Product 10,15,359,162,Location 42
06/22/20,33,Judy Wilson,35,Product 35,15,247,245,Location 35
06/13/20,33,Judy Wilson,48,Product 48,15,324,186,Location 6
03/06/20,33,Judy Wilson,33,Product 33,15,342,194,Location 67
10/25/20,34,Dan Barnes,24,Product 24,3,278,163,Location 26
03/09/20,34,Dan Barnes,30,Product 30,3,389,164,Location 33
12/23/20,34,Dan Barnes,29,Product 29,3,245,220,Location 5
01/11/20,34,Dan Barnes,29,Product 29,3,245,220,Location 88
07/02/20,34,Dan Barnes,8,Product 8,3,356,212,Location 65
12/15/20,34,Dan Barnes,5,Product 5,3,274,202,Location 59
02/16/20,34,Dan Barnes,43,Product 43,3,198,185,Location 14
12/03/20,34,Dan Barnes,40,Product 40,3,270,235,Location 82
02/17/20,34,Dan Barnes,20,Product 20,3,279,79,Location 11
09/20/20,34,Dan Barnes,33,Product 33,3,342,194,Location 59
03/10/20,34,Dan Barnes,11,Product 11,3,326,173,Location 11
04/02/20,34,Dan Barnes,26,Product 26,3,418,251,Location 7
01/14/20,34,Dan Barnes,5,Product 5,3,274,202,Location 41
10/24/20,34,Dan Barnes,19,Product 19,3,329,160,Location 39
07/18/20,34,Dan Barnes,27,Product 27,3,328,210,Location 29
01/16/20,34,Dan Barnes,35,Product 35,2,247,245,Location 47
11/26/20,35,Luis Crosten,26,Product 26,1,418,251,Location 96
03/11/20,35,Luis Crosten,24,Product 24,1,278,163,Location 40
05/18/20,35,Luis Crosten,41,Product 41,1,297,200,Location 5
08/15/20,35,Luis Crosten,35,Product 35,1,247,245,Location 15
07/24/20,35,Luis Crosten,31,Product 31,1,344,258,Location 82
01/13/20,35,Luis Crosten,6,Product 6,1,351,239,Location 54
09/19/20,35,Luis Crosten,30,Product 30,1,389,164,Location 73
07/26/20,35,Luis Crosten,41,Product 41,1,297,200,Location 14
02/04/20,35,Luis Crosten,40,Product 40,1,270,235,Location 75
06/06/20,35,Luis Crosten,32,Product 32,1,283,232,Location 7
02/13/20,35,Luis Crosten,34,Product 34,1,345,196,Location 45
02/12/20,35,Luis Crosten,8,Product 8,1,356,212,Location 17
07/13/20,35,Luis Crosten,31,Product 31,1,344,258,Location 75
09/03/20,35,Luis Crosten,50,Product 50,1,335,217,Location 1
01/25/20,35,Luis Crosten,14,Product 14,1,251,195,Location 21
02/24/20,35,Luis Crosten,6,Product 6,1,351,239,Location 5
02/04/20,35,Luis Crosten,4,Product 4,1,305,197,Location 49
08/10/20,35,Luis Crosten,14,Product 14,1,251,195,Location 68
01/23/20,35,Luis Crosten,20,Product 20,1,279,79,Location 19
08/08/20,35,Luis Crosten,27,Product 27,1,328,210,Location 91
08/03/20,35,Luis Crosten,20,Product 20,1,279,79,Location 59
04/22/20,35,Luis Crosten,21,Product 21,1,334,187,Location 25
03/22/20,36,Edward Egger,40,Product 40,28,270,235,Location 33
09/18/20,36,Edward Egger,10,Product 10,28,359,162,Location 65
08/11/20,36,Edward Egger,45,Product 45,28,276,107,Location 36
08/14/20,36,Edward Egger,45,Product 45,28,276,107,Location 61
01/04/20,36,Edward Egger,25,Product 25,28,201,191,Location 53
12/19/20,36,Edward Egger,32,Product 32,28,283,232,Location 58
04/13/20,36,Edward Egger,36,Product 36,28,313,189,Location 83
06/07/20,36,Edward Egger,18,Product 18,28,309,265,Location 55
08/03/20,36,Edward Egger,33,Product 33,28,342,194,Location 97
04/21/20,36,Edward Egger,18,Product 18,28,309,265,Location 44
07/07/20,36,Edward Egger,11,Product 11,28,326,173,Location 33
07/16/20,36,Edward Egger,50,Product 50,28,335,217,Location 69
04/19/20,36,Edward Egger,33,Product 33,28,342,194,Location 74
06/12/20,36,Edward Egger,45,Product 45,28,276,107,Location 29
03/20/20,36,Edward Egger,45,Product 45,28,276,107,Location 36
09/11/20,36,Edward Egger,26,Product 26,28,418,251,Location 91
06/01/20,36,Edward Egger,13,Product 13,21,356,145,Location 38
12/01/20,37,Shari Mcguire,41,Product 41,21,297,200,Location 29
05/18/20,37,Shari Mcguire,12,Product 12,21,256,149,Location 24
12/10/20,37,Shari Mcguire,6,Product 6,21,351,239,Location 77
09/26/20,37,Shari Mcguire,12,Product 12,21,256,149,Location 29
04/20/20,37,Shari Mcguire,19,Product 19,21,329,160,Location 24
08/03/20,37,Shari Mcguire,15,Product 15,21,234,219,Location 41
09/27/20,37,Shari Mcguire,48,Product 48,21,324,186,Location 20
02/14/20,37,Shari Mcguire,33,Product 33,21,342,194,Location 5
01/16/20,37,Shari Mcguire,28,Product 28,21,260,167,Location 19
06/20/20,37,Shari Mcguire,42,Product 42,21,299,161,Location 49
04/24/20,37,Shari Mcguire,21,Product 21,21,334,187,Location 8
02/10/20,37,Shari Mcguire,46,Product 46,21,245,198,Location 72
09/09/20,37,Shari Mcguire,39,Product 39,21,231,212,Location 61
10/23/20,37,Shari Mcguire,30,Product 30,21,389,164,Location 71
10/02/20,37,Shari Mcguire,7,Product 7,21,328,219,Location 89
02/04/20,37,Shari Mcguire,5,Product 5,21,274,202,Location 46
12/14/20,37,Shari Mcguire,37,Product 37,21,293,258,Location 83
06/22/20,37,Shari Mcguire,15,Product 15,21,234,219,Location 34
03/24/20,37,Shari Mcguire,19,Product 19,21,329,160,Location 51
10/16/20,37,Shari Mcguire,47,Product 47,21,275,225,Location 8
06/09/20,37,Shari Mcguire,37,Product 37,18,293,258,Location 40
04/20/20,39,James Yeater,50,Product 50,20,335,217,Location 98
04/07/20,39,James Yeater,39,Product 39,20,231,212,Location 92
12/07/20,39,James Yeater,28,Product 28,20,260,167,Location 33
07/24/20,39,James Yeater,35,Product 35,20,247,245,Location 31
01/11/20,39,James Yeater,18,Product 18,20,309,265,Location 29
01/28/20,39,James Yeater,43,Product 43,20,198,185,Location 79
05/10/20,39,James Yeater,13,Product 13,20,356,145,Location 62
04/06/20,39,James Yeater,4,Product 4,20,305,197,Location 86
01/19/20,39,James Yeater,21,Product 21,20,334,187,Location 70
05/13/20,39,James Yeater,29,Product 29,20,245,220,Location 37
12/03/20,39,James Yeater,38,Product 38,20,295,290,Location 5
12/22/20,39,James Yeater,10,Product 10,20,359,162,Location 10
08/14/20,39,James Yeater,8,Product 8,20,356,212,Location 49
07/03/20,39,James Yeater,43,Product 43,20,198,185,Location 48
05/15/20,39,James Yeater,4,Product 4,20,305,197,Location 48
07/19/20,39,James Yeater,27,Product 27,20,328,210,Location 84
12/17/20,39,James Yeater,27,Product 27,3,328,210,Location 39
11/08/20,40,Bruce Ray,30,Product 30,14,389,164,Location 26
10/24/20,40,Bruce Ray,30,Product 30,14,389,164,Location 5
01/27/20,40,Bruce Ray,20,Product 20,14,279,79,Location 5
02/13/20,40,Bruce Ray,2,Product 2,14,306,256,Location 71
03/08/20,40,Bruce Ray,30,Product 30,14,389,164,Location 79
10/19/20,40,Bruce Ray,40,Product 40,14,270,235,Location 27
04/08/20,40,Bruce Ray,13,Product 13,14,356,145,Location 22
04/11/20,40,Bruce Ray,5,Product 5,14,274,202,Location 2
03/19/20,40,Bruce Ray,22,Product 22,14,265,167,Location 27
06/03/20,40,Bruce Ray,18,Product 18,14,309,265,Location 4
10/10/20,40,Bruce Ray,45,Product 45,14,276,107,Location 17
12/22/20,40,Bruce Ray,35,Product 35,14,247,245,Location 52
04/15/20,40,Bruce Ray,33,Product 33,14,342,194,Location 38
10/05/20,40,Bruce Ray,20,Product 20,14,279,79,Location 59
03/15/20,40,Bruce Ray,45,Product 45,14,276,107,Location 6
11/01/20,40,Bruce Ray,38,Product 38,14,295,290,Location 75
12/20/20,40,Bruce Ray,23,Product 23,14,234,136,Location 51
08/27/20,40,Bruce Ray,32,Product 32,14,283,232,Location 48
05/28/20,40,Bruce Ray,7,Product 7,14,328,219,Location 45
03/24/20,40,Bruce Ray,21,Product 21,14,334,187,Location 79
09/10/20,40,Bruce Ray,30,Product 30,14,389,164,Location 86
09/17/20,40,Bruce Ray,13,Product 13,14,356,145,Location 87
05/14/20,40,Bruce Ray,30,Product 30,14,389,164,Location 96
03/25/20,40,Bruce Ray,37,Product 37,9,293,258,Location 63
12/16/20,41,Stephen Pitts,25,Product 25,9,201,191,Location 97
06/06/20,41,Stephen Pitts,3,Product 3,9,344,178,Location 61
04/16/20,41,Stephen Pitts,35,Product 35,9,247,245,Location 31
03/07/20,41,Stephen Pitts,7,Product 7,9,328,219,Location 36
10/27/20,41,Stephen Pitts,48,Product 48,9,324,186,Location 73
01/19/20,41,Stephen Pitts,38,Product 38,9,295,290,Location 35
04/10/20,41,Stephen Pitts,47,Product 47,9,275,225,Location 15
12/14/20,41,Stephen Pitts,13,Product 13,9,356,145,Location 66
04/06/20,41,Stephen Pitts,37,Product 37,9,293,258,Location 78
02/25/20,41,Stephen Pitts,1,Product 1,9,337,241,Location 55
06/24/20,41,Stephen Pitts,25,Product 25,9,201,191,Location 21
10/17/20,41,Stephen Pitts,50,Product 50,9,335,217,Other
12/17/20,41,Stephen Pitts,6,Product 6,9,351,239,Location 23
08/08/20,41,Stephen Pitts,45,Product 45,9,276,107,Location 81
09/01/20,41,Stephen Pitts,23,Product 23,9,234,136,Location 7
09/03/20,41,Stephen Pitts,33,Product 33,9,342,194,Location 85
07/06/20,41,Stephen Pitts,19,Product 19,9,329,160,Location 3
12/25/20,41,Stephen Pitts,4,Product 4,9,305,197,Location 35
12/02/20,41,Stephen Pitts,19,Product 19,9,329,160,Location 80
07/17/20,41,Stephen Pitts,40,Product 40,9,270,235,Location 54
11/02/20,41,Stephen Pitts,27,Product 27,9,328,210,Location 85
09/27/20,41,Stephen Pitts,3,Product 3,9,344,178,Location 80
08/24/20,41,Stephen Pitts,22,Product 22,9,265,167,Location 57
12/05/20,41,Stephen Pitts,1,Product 1,1,337,241,Location 86
12/16/20,42,James Fulkerson,14,Product 14,11,251,195,Location 50
01/06/20,42,James Fulkerson,14,Product 14,11,251,195,Location 86
05/02/20,42,James Fulkerson,43,Product 43,11,198,185,Location 25
11/07/20,42,James Fulkerson,27,Product 27,11,328,210,Location 69
03/28/20,42,James Fulkerson,7,Product 7,11,328,219,Location 37
07/26/20,42,James Fulkerson,10,Product 10,11,359,162,Location 76
06/07/20,42,James Fulkerson,25,Product 25,11,201,191,Location 93
04/06/20,42,James Fulkerson,19,Product 19,11,329,160,Location 56
03/15/20,42,James Fulkerson,37,Product 37,11,293,258,Location 73
12/01/20,42,James Fulkerson,48,Product 48,11,324,186,Location 8
05/08/20,42,James Fulkerson,12,Product 12,11,256,149,Location 17
05/08/20,42,James Fulkerson,15,Product 15,11,234,219,Location 43
01/06/20,42,James Fulkerson,13,Product 13,11,356,145,Location 9
08/05/20,42,James Fulkerson,45,Product 45,11,276,107,Location 77
03/06/20,42,James Fulkerson,4,Product 4,11,305,197,Location 10
01/01/20,42,James Fulkerson,27,Product 27,11,328,210,Location 93
04/08/20,42,James Fulkerson,23,Product 23,11,234,136,Location 57
04/11/20,42,James Fulkerson,9,Product 9,11,365,220,Location 36
04/22/20,42,James Fulkerson,14,Product 14,11,251,195,Location 31
11/08/20,42,James Fulkerson,14,Product 14,11,251,195,Location 55
02/09/20,42,James Fulkerson,14,Product 14,11,251,195,Location 40
11/20/20,42,James Fulkerson,22,Product 22,11,265,167,Location 70
03/03/20,42,James Fulkerson,22,Product 22,11,265,167,Location 25
02/09/20,42,James Fulkerson,28,Product 28,11,260,167,Location 40
03/13/20,42,James Fulkerson,35,Product 35,11,247,245,Location 76
12/15/20,42,James Fulkerson,50,Product 50,4,335,217,Location 17
07/20/20,43,Lawrence Bullock,11,Product 11,18,326,173,Location 78
06/17/20,43,Lawrence Bullock,7,Product 7,18,328,219,Location 9
07/05/20,43,Lawrence Bullock,9,Product 9,18,365,220,Location 78
10/07/20,43,Lawrence Bullock,6,Product 6,18,351,239,Location 42
04/11/20,43,Lawrence Bullock,12,Product 12,18,256,149,Location 66
12/08/20,43,Lawrence Bullock,9,Product 9,18,365,220,Location 47
03/27/20,43,Lawrence Bullock,8,Product 8,18,356,212,Location 42
01/20/20,43,Lawrence Bullock,26,Product 26,18,418,251,Location 74
04/08/20,43,Lawrence Bullock,48,Product 48,18,324,186,Location 13
01/14/20,43,Lawrence Bullock,30,Product 30,18,389,164,Location 61
10/26/20,43,Lawrence Bullock,14,Product 14,18,251,195,Location 47
09/16/20,43,Lawrence Bullock,25,Product 25,18,201,191,Location 20
12/18/20,43,Lawrence Bullock,21,Product 21,18,334,187,Location 96
05/11/20,43,Lawrence Bullock,5,Product 5,18,274,202,Location 21
08/24/20,43,Lawrence Bullock,14,Product 14,18,251,195,Location 91
03/10/20,43,Lawrence Bullock,26,Product 26,18,418,251,Location 87
08/02/20,43,Lawrence Bullock,33,Product 33,18,342,194,Location 25
09/22/20,43,Lawrence Bullock,16,Product 16,18,274,204,Location 99
01/10/20,43,Lawrence Bullock,48,Product 48,18,324,186,Location 41
11/15/20,43,Lawrence Bullock,47,Product 47,18,275,225,Location 18
01/18/20,43,Lawrence Bullock,2,Product 2,11,306,256,Location 49
11/26/20,44,Rachel Johnson,16,Product 16,11,274,204,Location 58
04/03/20,44,Rachel Johnson,1,Product 1,11,337,241,Location 62
12/12/20,44,Rachel Johnson,47,Product 47,11,275,225,Location 64
10/24/20,44,Rachel Johnson,12,Product 12,11,256,149,Location 39
09/21/20,44,Rachel Johnson,15,Product 15,11,234,219,Location 12
12/26/20,44,Rachel Johnson,23,Product 23,11,234,136,Location 60
08/17/20,44,Rachel Johnson,11,Product 11,11,326,173,Location 12
02/26/20,44,Rachel Johnson,38,Product 38,11,295,290,Location 17
03/21/20,44,Rachel Johnson,37,Product 37,11,293,258,Location 33
10/23/20,44,Rachel Johnson,27,Product 27,11,328,210,Location 67
03/25/20,44,Rachel Johnson,24,Product 24,11,278,163,Location 89
01/01/20,44,Rachel Johnson,33,Product 33,11,342,194,Location 7
07/16/20,44,Rachel Johnson,9,Product 9,11,365,220,Location 49
12/01/20,44,Rachel Johnson,15,Product 15,11,234,219,Location 48
09/26/20,44,Rachel Johnson,23,Product 23,11,234,136,Location 31
05/18/20,44,Rachel Johnson,40,Product 40,11,270,235,Location 60
12/17/20,44,Rachel Johnson,49,Product 49,11,179,172,Location 91
11/26/20,44,Rachel Johnson,26,Product 26,11,418,251,Location 62
01/12/20,44,Rachel Johnson,29,Product 29,11,245,220,Location 89
05/19/20,44,Rachel Johnson,23,Product 23,11,234,136,Location 86
11/10/20,44,Rachel Johnson,32,Product 32,11,283,232,Location 92
06/06/20,44,Rachel Johnson,5,Product 5,11,274,202,Location 25
11/18/20,44,Rachel Johnson,43,Product 43,11,198,185,Location 43
12/18/20,44,Rachel Johnson,49,Product 49,11,179,172,Location 11
02/23/20,45,Dorothy Terry,42,Product 42,17,299,161,Location 80
08/20/20,45,Dorothy Terry,47,Product 47,17,275,225,Location 32
10/24/20,45,Dorothy Terry,9,Product 9,17,365,220,Location 45
09/28/20,45,Dorothy Terry,32,Product 32,17,283,232,Location 15
02/28/20,45,Dorothy Terry,38,Product 38,17,295,290,Location 19
07/14/20,45,Dorothy Terry,11,Product 11,17,326,173,Location 3
06/14/20,45,Dorothy Terry,9,Product 9,17,365,220,Location 7
09/20/20,45,Dorothy Terry,25,Product 25,17,201,191,Location 97
11/27/20,45,Dorothy Terry,3,Product 3,17,344,178,Location 37
08/18/20,45,Dorothy Terry,10,Product 10,17,359,162,Location 23
03/01/20,45,Dorothy Terry,9,Product 9,17,365,220,Location 15
03/24/20,45,Dorothy Terry,50,Product 50,17,335,217,Location 53
09/06/20,45,Dorothy Terry,31,Product 31,17,344,258,Location 29
01/12/20,45,Dorothy Terry,47,Product 47,17,275,225,Location 31
06/05/20,45,Dorothy Terry,18,Product 18,17,309,265,Location 62
10/13/20,45,Dorothy Terry,6,Product 6,17,351,239,Location 49
04/07/20,45,Dorothy Terry,47,Product 47,17,275,225,Location 65
06/14/20,45,Dorothy Terry,6,Product 6,17,351,239,Location 7
02/10/20,45,Dorothy Terry,27,Product 27,17,328,210,Location 65
09/02/20,45,Dorothy Terry,48,Product 48,17,324,186,Location 17
02/07/20,45,Dorothy Terry,9,Product 9,17,365,220,Location 49
12/10/20,45,Dorothy Terry,38,Product 38,7,295,290,Location 89
08/25/20,46,Jonathan Collins,23,Product 23,16,234,136,Location 91
08/12/20,46,Jonathan Collins,35,Product 35,16,247,245,Location 51
06/03/20,46,Jonathan Collins,3,Product 3,16,344,178,Location 22
03/21/20,46,Jonathan Collins,36,Product 36,16,313,189,Location 20
01/09/20,46,Jonathan Collins,20,Product 20,16,279,79,Location 62
11/12/20,46,Jonathan Collins,42,Product 42,16,299,161,Location 78
12/23/20,46,Jonathan Collins,32,Product 32,16,283,232,Location 69
05/01/20,46,Jonathan Collins,43,Product 43,16,198,185,Location 13
01/01/20,46,Jonathan Collins,17,Product 17,16,274,265,Location 14
04/11/20,46,Jonathan Collins,13,Product 13,16,356,145,Location 62
04/14/20,46,Jonathan Collins,37,Product 37,16,293,258,Location 91
02/08/20,46,Jonathan Collins,46,Product 46,16,245,198,Location 9
11/06/20,46,Jonathan Collins,41,Product 41,16,297,200,Location 19
05/03/20,46,Jonathan Collins,11,Product 11,16,326,173,Location 31
10/07/20,46,Jonathan Collins,20,Product 20,16,279,79,Location 11
11/17/20,46,Jonathan Collins,50,Product 50,16,335,217,Location 60
11/11/20,46,Jonathan Collins,28,Product 28,16,260,167,Location 9
08/07/20,46,Jonathan Collins,13,Product 13,16,356,145,Location 56
06/03/20,46,Jonathan Collins,8,Product 8,16,356,212,Location 30
10/16/20,46,Jonathan Collins,1,Product 1,16,337,241,Location 29
04/15/20,46,Jonathan Collins,36,Product 36,2,313,189,Location 32
03/19/20,47,Richard Davis,43,Product 43,26,198,185,Location 90
08/12/20,47,Richard Davis,50,Product 50,26,335,217,Location 7
02/15/20,47,Richard Davis,29,Product 29,26,245,220,Location 62
03/07/20,47,Richard Davis,42,Product 42,26,299,161,Location 78
01/03/20,47,Richard Davis,16,Product 16,26,274,204,Location 65
05/15/20,47,Richard Davis,50,Product 50,26,335,217,Location 65
09/13/20,47,Richard Davis,42,Product 42,26,299,161,Location 94
09/02/20,47,Richard Davis,6,Product 6,26,351,239,Location 77
09/07/20,47,Richard Davis,3,Product 3,26,344,178,Location 81
11/12/20,47,Richard Davis,11,Product 11,26,326,173,Location 9
09/07/20,47,Richard Davis,21,Product 21,26,334,187,Location 86
09/28/20,47,Richard Davis,47,Product 47,26,275,225,Location 1
07/03/20,47,Richard Davis,11,Product 11,26,326,173,Location 73
04/25/20,47,Richard Davis,50,Product 50,26,335,217,Other
01/13/20,47,Richard Davis,36,Product 36,26,313,189,Location 55
12/04/20,47,Richard Davis,31,Product 31,26,344,258,Location 20
11/10/20,47,Richard Davis,50,Product 50,26,335,217,Location 84
07/12/20,47,Richard Davis,35,Product 35,26,247,245,Location 44
12/13/20,47,Richard Davis,16,Product 16,26,274,204,Location 53
09/17/20,47,Richard Davis,38,Product 38,26,295,290,Location 13
11/10/20,47,Richard Davis,47,Product 47,3,275,225,Location 5
04/26/20,48,Peggy Gegenheimer,34,Product 34,6,345,196,Location 3
01/23/20,48,Peggy Gegenheimer,34,Product 34,6,345,196,Location 6
11/08/20,48,Peggy Gegenheimer,9,Product 9,6,365,220,Location 21
04/28/20,48,Peggy Gegenheimer,32,Product 32,6,283,232,Location 41
01/26/20,48,Peggy Gegenheimer,21,Product 21,6,334,187,Location 16
08/21/20,48,Peggy Gegenheimer,7,Product 7,6,328,219,Location 30
12/02/20,48,Peggy Gegenheimer,29,Product 29,6,245,220,Location 84
10/26/20,48,Peggy Gegenheimer,45,Product 45,6,276,107,Location 17
06/26/20,48,Peggy Gegenheimer,43,Product 43,6,198,185,Location 17
04/28/20,48,Peggy Gegenheimer,40,Product 40,6,270,235,Location 63
02/10/20,48,Peggy Gegenheimer,2,Product 2,6,306,256,Location 30
03/25/20,48,Peggy Gegenheimer,2,Product 2,6,306,256,Location 5
04/27/20,48,Peggy Gegenheimer,12,Product 12,6,256,149,Location 53
11/07/20,48,Peggy Gegenheimer,14,Product 14,6,251,195,Location 80
09/21/20,48,Peggy Gegenheimer,32,Product 32,6,283,232,Location 60
05/25/20,48,Peggy Gegenheimer,26,Product 26,3,418,251,Location 75
09/27/20,49,Dennis Sharp,13,Product 13,19,356,145,Location 30
12/17/20,49,Dennis Sharp,47,Product 47,19,275,225,Location 27
01/16/20,49,Dennis Sharp,46,Product 46,19,245,198,Location 80
03/04/20,49,Dennis Sharp,5,Product 5,19,274,202,Location 29
10/10/20,49,Dennis Sharp,28,Product 28,19,260,167,Location 64
03/04/20,49,Dennis Sharp,23,Product 23,19,234,136,Location 12
12/23/20,49,Dennis Sharp,13,Product 13,19,356,145,Location 95
05/03/20,49,Dennis Sharp,24,Product 24,19,278,163,Location 57
12/21/20,49,Dennis Sharp,28,Product 28,19,260,167,Location 49
11/12/20,49,Dennis Sharp,45,Product 45,19,276,107,Location 24
09/14/20,49,Dennis Sharp,7,Product 7,19,328,219,Location 55
03/11/20,49,Dennis Sharp,32,Product 32,19,283,232,Location 94
11/09/20,49,Dennis Sharp,50,Product 50,19,335,217,Location 7
06/10/20,49,Dennis Sharp,48,Product 48,19,324,186,Location 71
02/18/20,49,Dennis Sharp,29,Product 29,19,245,220,Location 61
03/01/20,49,Dennis Sharp,8,Product 8,19,356,212,Location 81
10/19/20,49,Dennis Sharp,5,Product 5,19,274,202,Location 1
05/26/20,49,Dennis Sharp,41,Product 41,19,297,200,Location 2
04/24/20,49,Dennis Sharp,22,Product 22,19,265,167,Location 79
02/06/20,49,Dennis Sharp,23,Product 23,19,234,136,Location 19
11/25/20,49,Dennis Sharp,31,Product 31,14,344,258,Location 28
12/04/20,50,Shirley Suh,11,Product 11,17,326,173,Location 20
11/07/20,50,Shirley Suh,17,Product 17,17,274,265,Location 97
01/22/20,50,Shirley Suh,4,Product 4,17,305,197,Location 41
01/23/20,50,Shirley Suh,23,Product 23,17,234,136,Location 34
12/18/20,50,Shirley Suh,12,Product 12,17,256,149,Location 13
12/28/20,50,Shirley Suh,41,Product 41,17,297,200,Location 65
04/18/20,50,Shirley Suh,22,Product 22,17,265,167,Location 53
04/07/20,50,Shirley Suh,3,Product 3,17,344,178,Location 30
09/27/20,50,Shirley Suh,10,Product 10,17,359,162,Location 58
06/11/20,50,Shirley Suh,42,Product 42,17,299,161,Location 7
12/09/20,50,Shirley Suh,6,Product 6,17,351,239,Location 29
05/05/20,50,Shirley Suh,28,Product 28,17,260,167,Location 87
